# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection find-range function
# Column 3 = Avg time for AVLCollection find-range function
# Column 4 = Avg time for RBTCollection find-range function
# All times are measured in microseconds
0 0.0000 0.0000 0.0000
10000 3.6627 4.2973 5.5040
20000 6.5687 7.7910 7.9180
30000 10.2710 12.2787 13.0993
40000 12.9707 17.5933 16.8863
50000 16.9623 21.5497 22.1340
60000 20.2373 25.0227 29.4767
70000 28.2000 39.4657 37.9573
80000 37.2043 50.9567 48.7677
90000 42.2887 47.2260 54.2597
100000 44.9597 49.8927 56.5407
110000 46.4217 59.5280 58.7030
120000 56.5897 60.9697 76.1937
130000 75.3580 61.8747 69.9980
140000 61.0393 69.0263 74.6187
150000 62.3357 76.6860 85.3900
160000 83.6193 97.5473 87.5323
170000 71.0013 88.8657 105.1920
180000 71.7627 94.5420 117.4453
190000 104.7460 101.4777 108.9670
200000 98.7160 104.8273 119.6307
210000 108.1707 137.4460 127.1470
220000 91.6923 119.8793 131.7203
230000 120.8163 132.7410 137.1367
240000 99.5383 137.5370 150.3510
250000 157.9887 155.6093 173.2543
260000 117.6007 142.8613 169.8357
270000 110.5983 164.0487 177.3153
280000 148.7780 152.2587 177.9267
290000 127.6930 196.8033 183.1543
300000 128.3323 163.8987 218.4810
