# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection remove function
# Column 3 = Avg time for AVLCollection remove function
# Column 4 = Avg time for RBTCollection remove function
# All times are measured in microseconds
0 0.0000 0.0000 0.0000
10000 0.0000 0.0003 0.0003
20000 0.0000 0.0003 0.0003
30000 0.0000 0.0007 0.0003
40000 0.0000 0.0010 0.0010
50000 0.0000 0.0017 0.0007
60000 0.0000 0.0013 0.0010
70000 0.0000 0.0010 0.0017
80000 0.0000 0.0023 0.0020
90000 0.0000 0.0020 0.0020
100000 0.0003 0.0020 0.0017
110000 0.0000 0.0023 0.0017
120000 0.0003 0.0020 0.0020
130000 0.0003 0.0020 0.0020
140000 0.0003 0.0020 0.0020
150000 0.0000 0.0023 0.0020
160000 0.0003 0.0020 0.0030
170000 0.0003 0.0023 0.0020
180000 0.0003 0.0027 0.0020
190000 0.0010 0.0020 0.0023
200000 0.0013 0.0023 0.0020
210000 0.0003 0.0020 0.0027
220000 0.0003 0.0067 0.0017
230000 0.0070 0.0020 0.0023
240000 0.0007 0.0030 0.0027
250000 0.0003 0.0567 0.0070
260000 0.0027 0.0090 0.0040
270000 0.0003 0.0040 0.0030
280000 0.0003 0.0027 0.0023
290000 0.0000 0.0020 0.0020
300000 0.0000 0.0023 0.0020
