# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection add function
# Column 3 = Avg time for AVLCollection add function
# Column 4 = Avg time for RBTCollection add function
# All times are measured in milliseconds
0 0.0003 0.0000 0.0000
10000 0.0000 0.0000 0.0003
20000 0.0000 0.0000 0.0003
30000 0.0000 0.0000 0.0003
40000 0.0000 0.0000 0.0007
50000 0.0000 0.0000 0.0010
60000 0.0000 0.0000 0.0007
70000 0.0000 0.0000 0.0010
80000 0.0000 0.0000 0.0013
90000 0.0000 0.0000 0.0017
100000 0.0000 0.0000 0.0103
110000 0.0000 0.0000 0.0013
120000 0.0000 0.0000 0.0023
130000 0.0000 0.0000 0.0020
140000 0.0000 0.0000 0.0020
150000 0.0000 0.0000 0.0020
160000 0.0000 0.0000 0.0020
170000 0.0000 0.0000 0.0023
180000 0.0000 0.0000 0.0020
190000 0.0000 0.0000 0.0023
200000 0.0000 0.0000 0.0020
210000 0.0000 0.0000 0.0020
220000 0.0000 0.0000 0.0023
230000 0.0000 0.0000 0.0023
240000 0.0000 0.0000 0.0027
250000 0.0000 0.0000 0.0023
260000 0.0000 0.0000 0.0027
270000 0.0000 0.0000 0.0023
280000 0.0000 0.0000 0.0020
290000 0.0000 0.0000 0.0020
300000 0.0000 0.0010 0.0013
