# Column 1 = Input data size
# Column 2 = Avg time for ArrayListCollection find-value function
# Column 3 = Avg time for BinSearchCollection find-value function
# Column 4 = Avg time for HashTableCollection find-value function
# Column 5 = Avg time for BSTCollection find-value function
# All times are measured in microseconds
0 0.00 0.00 0.00 0.00
1024 0.11 0.00 0.00 0.02
2048 0.19 0.00 0.00 0.01
3072 0.24 0.00 0.00 0.02
4096 0.31 0.00 0.00 0.02
5120 0.52 0.00 0.00 0.03
6144 0.43 0.01 0.00 0.03
7168 0.54 0.00 0.00 0.08
8192 0.63 0.00 0.00 0.05
9216 0.71 0.00 0.00 0.09
10240 0.74 0.00 0.00 0.10
11264 0.88 0.00 0.00 0.07
12288 0.88 0.00 0.00 0.09
13312 0.97 0.00 0.00 0.14
14336 1.06 0.00 0.00 0.09
15360 1.19 0.00 0.00 0.11
16384 1.32 0.00 0.00 0.12
17408 1.49 0.00 0.00 0.12
18432 1.57 0.00 0.00 0.13
19456 1.62 0.00 0.00 0.13
20480 1.67 0.00 0.00 0.14
21504 1.73 0.00 0.00 0.15
22528 1.83 0.00 0.00 0.16
23552 1.95 0.00 0.00 0.16
24576 1.95 0.00 0.00 0.16
25600 2.09 0.00 0.00 0.19
26624 2.22 0.00 0.00 0.17
27648 2.23 0.00 0.00 0.18
28672 2.25 0.00 0.00 0.19
29696 2.69 0.00 0.00 0.22
30720 2.49 0.00 0.00 0.21
31744 2.56 0.00 0.00 0.22
32768 2.63 0.00 0.00 0.23
33792 2.72 0.00 0.00 0.22
34816 2.79 0.00 0.00 0.25
