# Column 1 = Input data size
# Column 2 = Avg time for ArrayListCollection find-value function
# Column 3 = Avg time for BinSearchCollection find-value function
# Column 4 = Avg time for HashTableCollection find-value function
# All times are measured in microseconds
0 0.00 0.00 0.00
1024 0.12 0.00 0.00
2048 0.26 0.02 0.00
3072 1.02 0.51 0.01
4096 0.64 0.26 0.00
5120 0.61 0.03 0.00
6144 0.62 0.00 0.00
7168 1.10 0.05 0.00
8192 2.15 1.60 0.01
9216 1.41 0.55 0.00
10240 1.20 0.06 0.00
11264 1.18 0.00 0.00
12288 1.61 0.08 0.00
13312 3.83 3.07 0.00
14336 2.49 0.89 0.00
15360 1.93 0.10 0.00
16384 1.72 0.00 0.00
17408 2.39 0.11 0.00
18432 4.63 3.83 0.00
19456 3.63 1.45 0.00
20480 2.45 0.12 0.00
21504 2.37 0.00 0.00
22528 2.96 0.12 0.00
23552 5.62 4.09 0.00
24576 4.13 2.54 0.00
25600 3.73 0.18 0.00
26624 3.45 0.00 0.00
27648 3.62 0.19 0.00
28672 11.94 6.21 0.00
29696 6.31 1.88 0.00
30720 3.73 0.22 0.00
31744 3.75 0.00 0.00
32768 5.48 0.23 0.00
33792 11.00 7.04 0.01
34816 5.86 2.19 0.00
