# Column 1 = Input data size
# Column 2 = Avg time for ArrayList find-value function
# Column 3 = Avg time for BinSearch find-value function
# All times are measured in microseconds
0 0.00 0.00
1024 0.11 0.02
2048 0.15 0.04
3072 0.24 0.06
4096 0.32 0.07
5120 0.38 0.10
6144 0.47 0.12
7168 0.55 0.12
8192 0.60 0.15
9216 0.68 0.16
10240 0.77 0.18
11264 0.85 0.19
12288 0.90 0.21
13312 1.24 0.23
14336 1.13 0.25
15360 1.24 0.28
16384 1.28 0.29
17408 1.38 0.37
18432 1.89 0.33
19456 1.55 0.34
20480 1.57 0.36
21504 1.67 0.39
22528 1.77 0.39
23552 1.88 0.42
24576 1.94 0.42
25600 1.98 0.45
26624 2.07 0.48
27648 2.20 0.51
28672 2.25 0.51
29696 2.37 0.52
30720 2.43 0.54
31744 2.68 0.55
32768 2.58 0.58
33792 2.70 0.59
34816 2.84 0.60
