# Column 1 = Input data size
# Column 2 = Avg time for ArrayList remove function
# Column 3 = Avg time for LinkedList remove function
# All times are measured in microseconds
0 0.01 0.00
1024 0.07 1.98
2048 0.19 9.31
3072 0.28 52.27
4096 0.33 66.65
5120 0.39 102.51
6144 0.60 168.59
7168 0.53 209.39
8192 0.64 272.17
9216 0.70 344.21
10240 0.80 430.57
11264 0.95 520.92
12288 0.99 613.76
13312 1.12 758.18
14336 1.14 925.54
15360 1.27 1048.67
16384 1.45 1144.77
17408 1.39 1319.02
18432 1.48 1470.01
19456 1.92 1610.74
20480 1.66 1827.07
21504 1.81 2034.01
22528 2.16 2271.55
23552 1.85 2451.14
24576 1.99 2759.94
